,unixtime,location,currency,buy_price,buy_quantity,sell_price,sell_quantity
2,1578430460.1,AUXZU,EUR,45250,0.832,45300,0.033
3,1578430460.1,AUXZU,JPY,5471000,1.873,5492000,1.902
4,1578430460.1,AUXLN,USD,50430,0.948,50570,0.1
5,1578430460.1,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430460.1,AUXLN,EUR,45250,0.931,45380,1.039
7,1578430460.1,AUXNY,USD,50390,0.947,50610,0.944
8,1578430460.1,AUXNY,GBP,38390,0.942,38570,0.926
9,1578430460.1,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430460.1,AUXTR,USD,50390,0.947,50610,0.944
11,1578430460.1,AUXTR,GBP,38390,0.942,38570,0.926
12,1578430460.1,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430460.1,AUXSG,USD,50430,0.948,50600,0.5
14,1578430460.1,AUXSG,GBP,38420,0.934,38580,0.948
15,1578430460.1,AUXSG,EUR,45240,1.874,45430,0.953
16,1578430460.1,AGXZU,USD,590,7.463,592,4.999
17,1578430460.1,AGXZU,GBP,449,44.882,450,0.543
18,1578430460.1,AGXZU,EUR,525,9.996,528,55.182
19,1578430460.1,AGXLN,USD,590,27.263,591,1.996
20,1578430460.1,AGXLN,GBP,449,51.829,450,3.318
21,1578430460.1,AGXLN,EUR,529,42.726,531,14.965
22,1578430460.1,AGXTR,USD,589,27.225,595,0.623
23,1578430460.1,AGXTR,GBP,449,26.929,457,26.929
24,1578430460.1,AGXTR,EUR,529,27.345,536,6.23
25,1578430460.1,AGXSG,USD,590,7.463,595,0.093
26,1578430460.1,AGXSG,GBP,449,26.929,455,2
27,1578430460.1,AGXSG,EUR,529,27.345,535,3
28,1578430460.1,PTXLN,USD,31060,0.637,31330,0.654
29,1578430460.1,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430460.1,PTXLN,EUR,27900,0.1,28120,0.637
0,1578430465.2,AUXZU,USD,50430,0.055,50590,0.94
1,1578430465.2,AUXZU,GBP,38420,0.934,38560,1.86
2,1578430465.2,AUXZU,EUR,45250,0.832,45300,0.033
3,1578430465.2,AUXZU,JPY,5471000,1.873,5492000,1.902
4,1578430465.2,AUXLN,USD,50430,0.948,50570,0.1
5,1578430465.2,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430465.2,AUXLN,EUR,45250,0.931,45380,1.039
7,1578430465.2,AUXNY,USD,50390,0.947,50610,0.944
8,1578430465.2,AUXNY,GBP,38390,0.942,38570,0.926
9,1578430465.2,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430465.2,AUXTR,USD,50390,0.947,50610,0.944
11,1578430465.2,AUXTR,GBP,38390,0.942,38570,0.926
12,1578430465.2,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430465.2,AUXSG,USD,50430,0.948,50600,0.5
14,1578430465.2,AUXSG,GBP,38420,0.934,38580,0.948
15,1578430465.2,AUXSG,EUR,45240,1.874,45430,0.953
16,1578430465.2,AGXZU,USD,590,7.463,592,4.999
17,1578430465.2,AGXZU,GBP,449,44.882,450,0.543
18,1578430465.2,AGXZU,EUR,525,9.996,528,55.182
19,1578430465.2,AGXLN,USD,590,27.263,591,1.996
20,1578430465.2,AGXLN,GBP,449,51.829,450,3.318
21,1578430465.2,AGXLN,EUR,529,42.726,531,14.965
22,1578430465.2,AGXTR,USD,589,27.225,595,0.623
23,1578430465.2,AGXTR,GBP,449,26.929,457,26.929
24,1578430465.2,AGXTR,EUR,529,27.345,536,6.23
25,1578430465.2,AGXSG,USD,590,7.463,595,0.093
26,1578430465.2,AGXSG,GBP,449,26.929,455,2
27,1578430465.2,AGXSG,EUR,529,27.345,535,3
28,1578430465.2,PTXLN,USD,31060,0.637,31330,0.654
29,1578430465.2,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430465.2,PTXLN,EUR,27900,0.1,28120,0.637
0,1578430470.4,AUXZU,USD,50430,0.055,50590,0.94
1,1578430470.4,AUXZU,GBP,38420,0.934,38560,1.86
2,1578430470.4,AUXZU,EUR,45250,0.832,45300,0.033
3,1578430470.4,AUXZU,JPY,5471000,1.873,5492000,1.902
4,1578430470.4,AUXLN,USD,50430,0.948,50570,0.1
5,1578430470.4,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430470.4,AUXLN,EUR,45260,0.93,45380,1.039
7,1578430470.4,AUXNY,USD,50390,0.947,50610,0.944
8,1578430470.4,AUXNY,GBP,38390,0.942,38570,0.926
9,1578430470.4,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430470.4,AUXTR,USD,50390,0.947,50610,0.944
11,1578430470.4,AUXTR,GBP,38390,0.942,38570,0.926
12,1578430470.4,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430470.4,AUXSG,USD,50430,0.948,50600,0.5
14,1578430470.4,AUXSG,GBP,38420,0.934,38580,0.948
15,1578430470.4,AUXSG,EUR,45260,0.93,45430,0.953
16,1578430470.4,AGXZU,USD,590,7.463,592,4.999
17,1578430470.4,AGXZU,GBP,449,44.882,450,0.543
18,1578430470.4,AGXZU,EUR,525,9.996,528,55.182
19,1578430470.4,AGXLN,USD,590,27.263,591,1.996
20,1578430470.4,AGXLN,GBP,449,51.829,450,3.318
21,1578430470.4,AGXLN,EUR,529,42.726,531,14.965
22,1578430470.4,AGXTR,USD,589,27.225,595,0.623
23,1578430470.4,AGXTR,GBP,449,26.929,457,26.929
24,1578430470.4,AGXTR,EUR,529,27.345,536,6.23
25,1578430470.4,AGXSG,USD,590,7.463,595,0.093
26,1578430470.4,AGXSG,GBP,449,26.929,455,2
27,1578430470.4,AGXSG,EUR,529,27.345,535,3
28,1578430470.4,PTXLN,USD,31060,0.637,31330,0.654
29,1578430470.4,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430470.4,PTXLN,EUR,27900,0.1,28110,0.637
0,1578430475.5,AUXZU,USD,50430,0.055,50590,0.94
1,1578430475.5,AUXZU,GBP,38420,0.934,38560,1.86
2,1578430475.5,AUXZU,EUR,45250,0.832,45300,0.033
3,1578430475.5,AUXZU,JPY,5471000,1.873,5492000,1.902
4,1578430475.5,AUXLN,USD,50430,0.948,50570,0.1
5,1578430475.5,AUXLN,GBP,38420,0.934,38500,0.88
6,1578430475.5,AUXLN,EUR,45260,0.93,45380,1.039
7,1578430475.5,AUXNY,USD,50390,0.947,50610,0.944
8,1578430475.5,AUXNY,GBP,38390,0.942,38570,0.926
9,1578430475.5,AUXNY,EUR,45210,0.953,45410,0.953
10,1578430475.5,AUXTR,USD,50390,0.947,50610,0.944
11,1578430475.5,AUXTR,GBP,38390,0.942,38570,0.926
12,1578430475.5,AUXTR,EUR,45210,0.953,45410,0.953
13,1578430475.5,AUXSG,USD,50430,0.948,50600,0.5
14,1578430475.5,AUXSG,GBP,38420,0.934,38580,0.948
15,1578430475.5,AUXSG,EUR,45260,0.93,45430,0.953
16,1578430475.5,AGXZU,USD,590,7.463,592,4.999
17,1578430475.5,AGXZU,GBP,449,44.882,450,0.543
18,1578430475.5,AGXZU,EUR,525,9.996,528,55.182
19,1578430475.5,AGXLN,USD,590,27.263,591,1.996
20,1578430475.5,AGXLN,GBP,449,51.829,450,3.318
21,1578430475.5,AGXLN,EUR,529,42.726,531,14.965
22,1578430475.5,AGXTR,USD,589,27.225,595,0.623
23,1578430475.5,AGXTR,GBP,449,26.929,457,26.929
24,1578430475.5,AGXTR,EUR,529,27.345,536,6.23
25,1578430475.5,AGXSG,USD,590,7.463,595,0.093
26,1578430475.5,AGXSG,GBP,449,26.929,455,2
27,1578430475.5,AGXSG,EUR,529,27.345,535,3
28,1578430475.5,PTXLN,USD,31060,0.637,31330,0.654
29,1578430475.5,PTXLN,GBP,23670,0.639,23880,0.624
30,1578430475.5,PTXLN,EUR,27900,0.1,28110,0.637
